bea_detail,usd_imports,employment_ours,employment_epa,employment_ratio,energy_ours,energy_epa,energy_ratio,land_ours,land_epa,land_ratio,material_ours,material_epa,material_ratio,water_ours,water_epa,water_ratio
336350,44352475010.0,3.0798732194584694e-08,7.562220000198486e-09,4.072710420190939,0.0,8.194451740648049e-06,0.0,3.1551790507395183e-07,1.9608340563956235e-07,1.6091004949900363,8.148812437603806e-07,1.4831724423734218e-07,5.49417734903691,1.1722818171539951e-08,1.6721093895933282e-08,0.7010796210163645
336360,44352475010.0,3.0798732194584694e-08,8.367005168338376e-09,3.6809744436552188,0.0,7.492366630088414e-06,0.0,3.1551790507395183e-07,1.5719436754460483e-06,0.20071832725458294,8.148812437603806e-07,1.5862359948501075e-07,5.1372005578361835,1.1722818171539951e-08,2.3871765881881343e-08,0.491074612139924
336370,44352475010.0,3.0798732194584694e-08,6.931037527871351e-09,4.443596225058033,0.0,1.3812557535065855e-05,0.0,3.1551790507395183e-07,2.533896019078792e-07,1.2451888423924342,8.148812437603806e-07,1.778302644106137e-07,4.582354114251347,1.1722818171539951e-08,1.778961099251467e-08,0.6589698997056517
336390,44352475010.0,3.0798732194584694e-08,7.543725703883027e-09,4.082695130170425,0.0,8.771841110686634e-06,0.0,3.1551790507395183e-07,5.113951859153042e-07,0.616974726715959,8.148812437603806e-07,1.767028752427767e-07,4.611590177244111,1.1722818171539951e-08,1.6782695382635736e-08,0.6985062830651743
3363A0,44352475010.0,3.0798732194584694e-08,7.616625816084548e-09,4.0436189118736685,0.0,8.619442992699794e-06,0.0,3.1551790507395183e-07,3.773274040324176e-07,0.8361913333144616,8.148812437603806e-07,1.8107585575925744e-07,4.500220310121163,1.1722818171539951e-08,1.772699599939434e-08,0.6612975019535443
336412,44352475010.0,3.0798732194584694e-08,4.4781462412303345e-09,6.877562843084595,0.0,2.098430743045207e-06,0.0,3.1551790507395183e-07,1.0621821203595607e-07,2.9704689904509545,8.148812437603806e-07,4.0872867065137004e-08,19.936972918042326,1.1722818171539951e-08,6.870515602023324e-09,1.7062501347188055
336413,44352475010.0,3.0798732194584694e-08,6.2726128728404725e-09,4.910032361145521,0.0,4.299809891437554e-06,0.0,3.1551790507395183e-07,1.6387182049084623e-07,1.925394519502372,8.148812437603806e-07,1.1151672270622463e-07,7.307256023897621,1.1722818171539951e-08,1.1891414382600716e-08,0.985822022037391
33641A,44352475010.0,3.0798732194584694e-08,5.242769870309664e-09,5.874515371922202,0.0,2.2078122570613656e-06,0.0,3.1551790507395183e-07,8.839765292827478e-08,3.5693018380245998,8.148812437603806e-07,5.088214807909856e-08,16.015071582544262,1.1722818171539951e-08,8.016053526396178e-09,1.4624176513963778
336500,44352475010.0,3.0798732194584694e-08,6.8024433287500115e-09,4.527598497501065,0.0,7.487906856359886e-06,0.0,3.1551790507395183e-07,2.973475930119368e-07,1.0611079843558229,8.148812437603806e-07,1.310082910742963e-07,6.220073837145559,1.1722818171539951e-08,1.351454719167951e-08,0.867422193675666
336999,44352475010.0,3.0798732194584694e-08,6.689855498816632e-09,4.603796330134886,0.0,7.64559514198764e-06,0.0,3.1551790507395183e-07,6.502974104599097e-07,0.4851901606847983,8.148812437603806e-07,1.4372582424659625e-07,5.669692611136156,1.1722818171539951e-08,1.4650109221489686e-08,0.800186400954895
33721A,43982099132.0,4.344949508354903e-08,8.735249467580339e-09,4.974041696783335,0.0,7.71502353821492e-06,0.0,1.8498639584213104e-05,3.2127062596353794e-06,5.757961696228206,1.1763422169715645e-06,1.2926742202760008e-07,9.100067120704255,3.274914177418194e-08,2.0559407898443946e-08,1.5929029637405356
333991,41858451810.0,3.939467249015773e-08,6.721137592547668e-09,5.861310224304612,0.0,5.6019783332328925e-06,0.0,5.975376278494997e-07,1.8256752718558413e-07,3.272967745474741,1.4345728856042945e-06,9.508538041834777e-08,15.087207721024987,3.0946127818576745e-08,1.2369173960267973e-08,2.501875057944962
334413,41858451810.0,3.939467249015773e-08,4.577163677851677e-09,8.606786923697666,0.0,2.0989189212802445e-06,0.0,5.975376278494997e-07,4.8710009522338163e-08,12.267245145486411,1.4345728856042945e-06,8.170444929554786e-08,17.558075453333547,3.0946127818576745e-08,9.028467916512677e-09,3.4276167456914384
334418,41858451810.0,3.939467249015773e-08,6.252242129736863e-09,6.300887213370881,0.0,2.3985300710293348e-06,0.0,5.975376278494997e-07,9.644620885588966e-08,6.1955533031095396,1.4345728856042945e-06,6.558815070009021e-08,21.872439919278307,3.0946127818576745e-08,9.21837142412177e-09,3.3570059606840985
33441A,41858451810.0,3.939467249015773e-08,7.072441276785042e-09,5.570166078220954,0.0,3.1435488878795396e-06,0.0,5.975376278494997e-07,1.1591587435314411e-07,5.154924907257037,1.4345728856042945e-06,7.923444083471927e-08,18.10542070457431,3.0946127818576745e-08,1.1612399020341028e-08,2.664921155772335
334510,41858451810.0,3.939467249015773e-08,3.195813791105049e-09,12.326961163946862,0.0,1.3824089202488835e-06,0.0,5.975376278494997e-07,5.630929088237857e-08,10.611705785776342,1.4345728856042945e-06,2.6624681374165597e-08,53.881316566525605,3.0946127818576745e-08,4.84877815351462e-09,6.382252773545755
335210,41858451810.0,3.939467249015773e-08,6.984020054697653e-09,5.640687194713844,0.0,6.66810793623799e-06,0.0,5.975376278494997e-07,3.1994691083287544e-07,1.867614931158451,1.4345728856042945e-06,1.9160712074009516e-07,7.487054134852411,3.0946127818576745e-08,1.3827994296663843e-08,2.2379332211644636
335313,41858451810.0,3.939467249015773e-08,6.730107969116152e-09,5.853497844453056,0.0,5.547355065112815e-06,0.0,5.975376278494997e-07,1.5423479157969134e-07,3.8742077693978594,1.4345728856042945e-06,9.507400625580043e-08,15.089012676551343,3.0946127818576745e-08,1.2417190861487537e-08,2.492200382822295
335314,41858451810.0,3.939467249015773e-08,8.572858704183032e-09,4.595278407065724,0.0,3.6712111990587906e-06,0.0,5.975376278494997e-07,1.7625048696467113e-07,3.390275046271358,1.4345728856042945e-06,6.130728812470839e-08,23.39971199975693,3.0946127818576745e-08,1.2289305046867833e-08,2.518134890504973
335911,41858451810.0,3.939467249015773e-08,5.7185173880332275e-09,6.888966110795854,0.0,7.292913192349234e-06,0.0,5.975376278494997e-07,1.7098809206957382e-07,3.4946154472930546,1.4345728856042945e-06,1.7351050139086885e-07,8.267931186324093,3.0946127818576745e-08,1.8022815257573533e-08,1.7170529340898941
335912,41858451810.0,3.939467249015773e-08,6.548915561760609e-09,6.015449751739793,0.0,7.060349590889716e-06,0.0,5.975376278494997e-07,1.9946505505257704e-07,2.995700814320557,1.4345728856042945e-06,1.0455921746115791e-07,13.720195315513102,3.0946127818576745e-08,1.3712007242086641e-08,2.2568634388984963
335999,41858451810.0,3.939467249015773e-08,6.5261053279545254e-09,6.036475127272453,0.0,3.6900454082563704e-06,0.0,5.975376278494997e-07,1.1568018869250986e-07,5.165427499758128,1.4345728856042945e-06,5.46799740978441e-08,26.23580038712667,3.0946127818576745e-08,1.120093747743072e-08,2.7628158697369316
334111,38339170150.0,3.7637747357450304e-08,6.257981918576969e-09,6.014358597892677,0.0,8.3322562764592e-07,0.0,7.060924869809682e-07,2.6062401389622944e-08,27.092380184970498,1.356419552028306e-06,1.662956073039305e-08,81.56676980344064,3.405644918477706e-08,9.20347228684967e-09,3.7003913439755154
334112,38339170150.0,3.7637747357450304e-08,4.915844779241332e-09,7.656414929207545,0.0,1.745008860271066e-06,0.0,7.060924869809682e-07,5.083048542442975e-08,13.891122248492467,1.356419552028306e-06,2.6000448372378757e-08,52.16908310970825,3.405644918477706e-08,7.628364686047527e-09,4.464449536224608
334118,38339170150.0,3.7637747357450304e-08,5.495159164245517e-09,6.84925517760102,0.0,3.172638196063063e-06,0.0,7.060924869809682e-07,1.6012464574908451e-07,4.409642773464216,1.356419552028306e-06,8.112761637760069e-08,16.719578518306044,3.405644918477706e-08,9.387643940885738e-09,3.6277951527807715
721000,35377741480.0,2.5157060987150386e-08,1.2209697886211847e-08,2.0604163363910684,0.0,3.950863945318254e-06,0.0,4.829025055106486e-07,2.811597682315716e-07,1.7175377136920797,1.707570847453657e-07,3.908231535749367e-08,4.369165009376156,9.271451095469958e-09,1.4128289117921054e-08,0.6562331091957602
722110,35377741480.0,2.5157060987150386e-08,1.9583375833053235e-08,1.2846130923295547,0.0,4.599375751790587e-06,0.0,4.829025055106486e-07,5.010957321270726e-07,0.9636931120143518,1.707570847453657e-07,5.424785269353134e-08,3.1477206242621882,9.271451095469958e-09,1.941900845923683e-08,0.4774420442182725
722211,35377741480.0,2.5157060987150386e-08,1.770675387426736e-08,1.4207607541046985,0.0,6.323012519911943e-06,0.0,4.829025055106486e-07,6.90406560045552e-07,0.6994465775046914,1.707570847453657e-07,7.497597607780345e-08,2.277490653381679,9.271451095469958e-09,2.6721186779381674e-08,0.3469700343782597
722A00,35377741480.0,2.5157060987150386e-08,1.7275355681176162e-08,1.4562398280784694,0.0,3.5342317348370097e-06,0.0,4.829025055106486e-07,2.8395308201208113e-07,1.7006418880500227,1.707570847453657e-07,4.2679708637531804e-08,4.000896215003793,9.271451095469958e-09,1.2260581734625531e-08,0.7561999337507888
332410,32925919660.0,1.0903264167170115e-08,7.0053848712266895e-09,1.556411869953532,0.0,6.674787253148214e-06,0.0,1.426231992452113e-07,1.5972827569829836e-07,0.8929114060844439,2.0558271628850837e-07,1.0741638440315529e-07,1.913886018700044,7.610569502312833e-09,1.4313595214054912e-08,0.5317021606730785
333111,32925919660.0,1.0903264167170115e-08,7.420245656628127e-09,1.469393962372497,0.0,6.995622287108613e-06,0.0,1.426231992452113e-07,7.388689105854696e-07,0.19302909785742456,2.0558271628850837e-07,1.5288730562185358e-07,1.3446683192716462,7.610569502312833e-09,1.415811005229914e-08,0.5375413437386687
333112,32925919660.0,1.0903264167170115e-08,7.739226432924153e-09,1.4088312652005552,0.0,6.221144434993588e-06,0.0,1.426231992452113e-07,4.6785850124178754e-07,0.3048425942174003,2.0558271628850837e-07,1.217556906190615e-07,1.6884854846884938,7.610569502312833e-09,1.437552170162068e-08,0.5294117083385451
333120,32925919660.0,1.0903264167170115e-08,6.760797301520768e-09,1.612718689956515,0.0,6.206928669498239e-06,0.0,1.426231992452113e-07,3.211952195854986e-07,0.4440389848555843,2.0558271628850837e-07,1.039240217775849e-07,1.978202082368313,7.610569502312833e-09,1.2461199182427303e-08,0.6107413412543157
333130,32925919660.0,1.0903264167170115e-08,7.688370122452707e-09,1.4181502702801472,0.0,7.468552837268585e-06,0.0,1.426231992452113e-07,2.4645987326622903e-07,0.5786873025417324,2.0558271628850837e-07,1.5536363678244204e-07,1.3232357361484066,7.610569502312833e-09,1.3966027644640112e-08,0.5449344434910682
333242,32925919660.0,1.0903264167170115e-08,5.98306318469596e-09,1.8223548424257838,0.0,3.733266239332334e-06,0.0,1.426231992452113e-07,1.482325515036609e-07,0.9621584314541665,2.0558271628850837e-07,6.208162838453276e-08,3.3114903980148815,7.610569502312833e-09,1.0912761544965561e-08,0.697400879782245
33329A,32925919660.0,1.0903264167170115e-08,7.550006426788046e-09,1.4441397199987054,0.0,5.205503116741818e-06,0.0,1.426231992452113e-07,1.9089423424109648e-07,0.7471320431034097,2.0558271628850837e-07,8.506369557875639e-08,2.416809132142269,7.610569502312833e-09,1.3224331147830888e-08,0.5754974990596142
333414,32925919660.0,1.0903264167170115e-08,7.329154194346287e-09,1.487656539629211,0.0,6.993935383526191e-06,0.0,1.426231992452113e-07,2.642858413255535e-07,0.5396550890878966,2.0558271628850837e-07,1.4127525621531226e-07,1.4551926628622605,7.610569502312833e-09,1.4848799100519355e-08,0.5125377110157443
333415,32925919660.0,1.0903264167170115e-08,7.072347009068747e-09,1.5416755078885482,0.0,5.200775560892549e-06,0.0,1.426231992452113e-07,1.745797412701697e-07,0.8169516016437196,2.0558271628850837e-07,8.660353566681412e-08,2.373837450233412,7.610569502312833e-09,1.2546392324599784e-08,0.6065942547795788
333413,32925919660.0,1.0903264167170115e-08,8.331664449155546e-09,1.3086537790507409,0.0,6.108530791954169e-06,0.0,1.426231992452113e-07,2.547119449646724e-07,0.5599391864601897,2.0558271628850837e-07,9.733288776961735e-08,2.112160863603611,7.610569502312833e-09,1.8393327868507442e-08,0.4137679465467173
333517,32925919660.0,1.0903264167170115e-08,9.858829827964683e-09,1.1059389762710867,0.0,5.887062719625609e-06,0.0,1.426231992452113e-07,1.8258935917941643e-07,0.7811145177691682,2.0558271628850837e-07,1.221835601801909e-07,1.682572647132921,7.610569502312833e-09,1.494830267683343e-08,0.5091259969004733
33351B,32925919660.0,1.0903264167170115e-08,8.025961097674323e-09,1.3584995036083025,0.0,5.50078342685918e-06,0.0,1.426231992452113e-07,1.4132749121403439e-07,1.0091681244749093,2.0558271628850837e-07,1.2753403920741115e-07,1.6119831032259953,7.610569502312833e-09,1.4869203448561176e-08,0.5118343782598034
333611,32925919660.0,1.0903264167170115e-08,6.257043940085405e-09,1.7425583504886322,0.0,5.4827006491855495e-06,0.0,1.426231992452113e-07,2.3752791966103153e-07,0.6004481471009567,2.0558271628850837e-07,9.797157993747097e-08,2.0983913541020645,7.610569502312833e-09,1.1986681330809139e-08,0.6349188146640331
333612,32925919660.0,1.0903264167170115e-08,7.400266624498619e-09,1.473360990950624,0.0,4.98572298310632e-06,0.0,1.426231992452113e-07,1.3279155331271965e-07,1.0740381875746152,2.0558271628850837e-07,7.883111323075393e-08,2.607888026225482,7.610569502312833e-09,1.3014573580777063e-08,0.58477286674639
333613,32925919660.0,1.0903264167170115e-08,6.717579144988597e-09,1.6230942623585007,0.0,5.815113556070993e-06,0.0,1.426231992452113e-07,1.4063548927196385e-07,1.014133772233007,2.0558271628850837e-07,8.690957329399024e-08,2.365478375933119,7.610569502312833e-09,1.3454754251760936e-08,0.5656416579527473
333618,32925919660.0,1.0903264167170115e-08,7.010108850444855e-09,1.5553630335537805,0.0,5.925121702131217e-06,0.0,1.426231992452113e-07,7.180056723225351e-07,0.19863798399233756,2.0558271628850837e-07,1.589720996561225e-07,1.293199981211865,7.610569502312833e-09,1.422008688787411e-08,0.5351985232103322
333912,32925919660.0,1.0903264167170115e-08,6.69978165074524e-09,1.6274058970201375,0.0,5.309296166442358e-06,0.0,1.426231992452113e-07,1.926085653589754e-07,0.7404821222742427,2.0558271628850837e-07,9.694988556927006e-08,2.1205049916394265,7.610569502312833e-09,1.2002464656482172e-08,0.6340838919448591
33391A,32925919660.0,1.0903264167170115e-08,6.2337763297881946e-09,1.749062460754118,0.0,4.9482526901820475e-06,0.0,1.426231992452113e-07,1.813537146919074e-07,0.7864366025670144,2.0558271628850837e-07,9.237581507271252e-08,2.225503678930317,7.610569502312833e-09,1.1496203904215754e-08,0.662007177823453
333920,32925919660.0,1.0903264167170115e-08,7.454410604483753e-09,1.46265945702158,0.0,7.539786834180885e-06,0.0,1.426231992452113e-07,2.997271089522559e-07,0.4758435089297512,2.0558271628850837e-07,1.1465821205972958e-07,1.7930047276632304,7.610569502312833e-09,1.362406709975918e-08,0.5586121564571095
333993,32925919660.0,1.0903264167170115e-08,7.555954027837207e-09,1.4430029784459966,0.0,4.085712141298058e-06,0.0,1.426231992452113e-07,1.461106483380784e-07,0.9761314515229741,2.0558271628850837e-07,6.245563918686496e-08,3.291659791895052,7.610569502312833e-09,1.302235089852851e-08,0.5844236237846122
333994,32925919660.0,1.0903264167170115e-08,7.849217711575666e-09,1.389089278424585,0.0,4.942064845776826e-06,0.0,1.426231992452113e-07,9.701206855737242e-08,1.4701593458020608,2.0558271628850837e-07,6.655214830230978e-08,3.089047033533151,7.610569502312833e-09,1.258462946790159e-08,0.6047511785487514
33399A,32925919660.0,1.0903264167170115e-08,6.915904424808484e-09,1.5765492837145518,0.0,6.361780191334265e-06,0.0,1.426231992452113e-07,2.857405300777432e-07,0.4991353491449285,2.0558271628850837e-07,9.929194685676389e-08,2.070487313387831,7.610569502312833e-09,1.645367908447969e-08,0.4625451525605405
33399B,32925919660.0,1.0903264167170115e-08,7.012919798064394e-09,1.5547396064873689,0.0,7.234430425017835e-06,0.0,1.426231992452113e-07,1.8850794331301368e-07,0.7565898642710686,2.0558271628850837e-07,1.0166222904196036e-07,2.022213345367979,7.610569502312833e-09,1.319372692912867e-08,0.5768324252270578
335221,32925919660.0,1.0903264167170115e-08,6.417603395579425e-09,1.6989619792772646,0.0,6.903249811932637e-06,0.0,1.426231992452113e-07,2.170833455391906e-07,0.6569974259930649,2.0558271628850837e-07,1.2016408410207306e-07,1.7108499417669316,7.610569502312833e-09,1.2847896888630075e-08,0.5923591672850295
335222,32925919660.0,1.0903264167170115e-08,6.627053076864946e-09,1.6452658580981385,0.0,6.031165286907433e-06,0.0,1.426231992452113e-07,3.490285170063616e-07,0.4086290726858051,2.0558271628850837e-07,1.0253345144650257e-07,2.005030684018009,7.610569502312833e-09,1.318164389870407e-08,0.5773611820192663
335224,32925919660.0,1.0903264167170115e-08,7.487030709996732e-09,1.4562868231075914,0.0,7.251416346729853e-06,0.0,1.426231992452113e-07,2.5418170876482164e-07,0.5611072485832235,2.0558271628850837e-07,1.1376870180476746e-07,1.8070234873673618,7.610569502312833e-09,1.2830804747755251e-08,0.5931482593595154
335228,32925919660.0,1.0903264167170115e-08,6.153417281096017e-09,1.7719039143771635,0.0,6.270033388710383e-06,0.0,1.426231992452113e-07,2.0884381772465578e-07,0.6829179853111516,2.0558271628850837e-07,1.2617375573183412e-07,1.6293619469126974,7.610569502312833e-09,9.507020802205343e-09,0.8005209687294899
335311,32925919660.0,1.0903264167170115e-08,8.230467201741766e-09,1.3247442581221538,0.0,9.051184752948602e-06,0.0,1.426231992452113e-07,1.975547116351703e-07,0.7219427877204846,2.0558271628850837e-07,1.159453195057206e-07,1.773100606086692,7.610569502312833e-09,1.424868024094116e-08,0.5341245205605186
335312,32925919660.0,1.0903264167170115e-08,7.782058192684468e-09,1.4010771825658848,0.0,5.313236949371381e-06,0.0,1.426231992452113e-07,1.9920156126962468e-07,0.7159743042985841,2.0558271628850837e-07,8.835157324591387e-08,2.3268710305395297,7.610569502312833e-09,1.3218251874709132e-08,0.5757621790271948
518200,31099540202.0,2.504860184234823e-08,5.917403111125601e-09,4.233039624299572,0.0,3.009184534157231e-06,0.0,1.767550248105112e-07,2.2591255260291822e-07,0.7824046197255352,2.041509282375724e-07,5.847827176697249e-08,3.491056114843553,8.77697863785282e-09,6.65994007149577e-09,1.3178765189521562
S00500,30971626364.0,3.9100303799596746e-08,3.3370655257167e-09,11.716972141624098,0.0,5.215739749237652e-06,0.0,5.465324875439919e-07,3.2472431565485355e-07,1.6830661000603853,3.6246078485076224e-07,4.701385943846573e-08,7.709658155701308,7.000278172411703e-09,4.346791053345468e-09,1.6104473590981565
S00600,30971626364.0,3.9100303799596746e-08,7.349790092550892e-09,5.319921155193999,0.0,3.4433369036188807e-06,0.0,5.465324875439919e-07,6.05182717818728e-08,9.030867396773486,3.6246078485076224e-07,4.9985442634001166e-08,7.251326901408865,7.000278172411703e-09,2.504768656849553e-09,2.794780329619946
S00102,30971626364.0,3.9100303799596746e-08,5.73573076254047e-09,6.816969871556251,0.0,4.826514214550523e-06,0.0,5.465324875439919e-07,3.891702214152839e-07,1.4043533072916865,3.6246078485076224e-07,3.586997006756283e-08,10.104853284461898,7.000278172411703e-09,1.3795075282335263e-08,0.507447623818018
GSLGE,30971626364.0,3.9100303799596746e-08,1.4694315462632127e-09,26.60913596079343,0.0,6.3133906322370145e-06,0.0,5.465324875439919e-07,2.651015960958718e-07,2.061596367553905,3.6246078485076224e-07,4.5060928274680773e-08,8.043793120312278,7.000278172411703e-09,6.076738312432429e-09,1.1519795344962935
GSLGH,30971626364.0,3.9100303799596746e-08,3.493213542272024e-09,11.193218887547735,0.0,5.157305040602564e-06,0.0,5.465324875439919e-07,6.252618919907051e-07,0.8740857143939238,3.6246078485076224e-07,1.1214667637148707e-07,3.232024314747474,7.000278172411703e-09,1.6406529912829297e-08,0.42667634226161044
GSLGO,30971626364.0,3.9100303799596746e-08,7.33732555614715e-09,5.328958555864928,0.0,9.059236614028996e-06,0.0,5.465324875439919e-07,3.225763492194876e-07,1.694273274734472,3.6246078485076224e-07,1.486213287906725e-07,2.4388207789561247,7.000278172411703e-09,8.391900862847434e-09,0.8341707423407831
S00203,30971626364.0,3.9100303799596746e-08,5.217694467114036e-09,7.493789459317182,0.0,8.540219746160304e-06,0.0,5.465324875439919e-07,2.457626943777079e-07,2.2238220040997625,3.6246078485076224e-07,3.684651913141908e-07,0.9837042776224997,7.000278172411703e-09,3.6563348499985986e-08,0.19145615649546938
311520,29823648082.0,4.278483961759618e-08,7.858059457074796e-09,5.444708054362707,0.0,9.511074535744602e-06,0.0,2.83060609379142e-06,2.0110160636115923e-06,1.407550215540259,8.61531088663414e-07,1.8151854805276653e-07,4.746242727839423,1.7636843036565424e-08,6.789506328978038e-08,0.2597662065839791
311300,28110574292.0,4.5178728360645046e-08,6.962473967380459e-09,6.488890094571221,0.0,1.1151104082966106e-05,0.0,2.6880987636565217e-06,2.3292936255728928e-06,1.154040321127561,9.271244240434104e-07,1.622237408651328e-07,5.7150970573055,1.8479416130172582e-08,1.2100136800047317e-07,0.15272072072854845
311990,27283583960.0,4.4202403971857076e-08,8.311239808042766e-09,5.318388711282584,0.0,7.984578548488265e-06,0.0,2.528076960164877e-06,3.1058477777713014e-06,0.8139732340581669,9.129665676077843e-07,2.6360202975162184e-07,3.4634276847868892,1.7572141574321212e-08,1.6503704730279594e-07,0.10647392122861567
311111,27192207338.0,4.413029016305892e-08,5.515651827509039e-09,8.000920207283807,0.0,8.047393369711683e-06,0.0,2.5273417176383845e-06,4.863654561648447e-06,0.5196384088556215,9.123569738794407e-07,3.313564714445631e-07,2.7534001973825357,1.7494607704583227e-08,9.643268366808185e-08,0.1814178247366743
311119,27192207338.0,4.413029016305892e-08,5.613591273084299e-09,7.861329408617993,0.0,8.286547077116546e-06,0.0,2.5273417176383845e-06,4.764664635590479e-06,0.530434335033776,9.123569738794407e-07,6.777949928541811e-07,1.3460662641332355,1.7494607704583227e-08,1.3732011484909537e-07,0.1274001825865679
311210,27192207338.0,4.413029016305892e-08,5.771266189149551e-09,7.646552544401341,0.0,1.0607674659025833e-05,0.0,2.5273417176383845e-06,5.99007734039649e-06,0.4219213833174142,9.123569738794407e-07,8.777564194419625e-07,1.039419312318417,1.7494607704583227e-08,2.4541052732741876e-07,0.07128711182484233
311221,27192207338.0,4.413029016305892e-08,5.103112089219533e-09,8.647721114393194,0.0,1.764572145833358e-05,0.0,2.5273417176383845e-06,4.582124821141822e-06,0.5515654453534933,9.123569738794407e-07,7.061591192836053e-07,1.2919991386714966,1.7494607704583227e-08,1.801176847176879e-07,0.097128761853695
311230,27192207338.0,4.413029016305892e-08,5.576977651181949e-09,7.912940112590595,0.0,9.198918644320079e-06,0.0,2.5273417176383845e-06,2.8353101702274623e-06,0.8913810362538321,9.123569738794407e-07,2.4423231337149005e-07,3.7356112354047855,1.7494607704583227e-08,7.718687245704876e-08,0.22665263078664366
311410,27192207338.0,4.413029016305892e-08,8.102205196787283e-09,5.446701125337783,0.0,8.54531573520106e-06,0.0,2.5273417176383845e-06,3.7848466986265744e-06,0.6677527305281594,9.123569738794407e-07,3.776903622419615e-07,2.415621538404396,1.7494607704583227e-08,1.4720865069811313e-07,0.11884225296283805
311420,27192207338.0,4.413029016305892e-08,7.457321012465666e-09,5.917713625213489,0.0,8.438654653247511e-06,0.0,2.5273417176383845e-06,2.186587577035353e-06,1.1558383227737152,9.123569738794407e-07,1.794223506867565e-07,5.084968346403364,1.7494607704583227e-08,1.0680404056395146e-07,0.16380099116295058
311810,27192207338.0,4.413029016305892e-08,1.1725792657235719e-08,3.763522983312103,0.0,7.138804041088528e-06,0.0,2.5273417176383845e-06,1.6367688665849369e-06,1.5441042221872157,9.123569738794407e-07,1.9877037936799836e-07,4.590004691746985,1.7494607704583227e-08,6.77835069553619e-08,0.25809534635179193
3118A0,27192207338.0,4.413029016305892e-08,7.3564204200284e-09,5.998880928951659,0.0,8.66216582749546e-06,0.0,2.5273417176383845e-06,2.7767868880490344e-06,0.9101676936446824,9.123569738794407e-07,2.995621197616287e-07,3.045635324671333,1.7494607704583227e-08,9.948306565550038e-08,0.17585513262292554
311910,27192207338.0,4.413029016305892e-08,6.188995628739516e-09,7.130444551961451,0.0,8.760838510791562e-06,0.0,2.5273417176383845e-06,2.9542877555790724e-06,0.8554825821775774,9.123569738794407e-07,2.28067508766888e-07,4.000381197709217,1.7494607704583227e-08,1.639781429923683e-07,0.10668865609362001
311940,27192207338.0,4.413029016305892e-08,6.993052468980416e-09,6.31059045514256,0.0,8.14717524363168e-06,0.0,2.5273417176383845e-06,3.938847947593954e-06,0.6416449051256756,9.123569738794407e-07,2.3499677974578569e-07,3.882423303274233,1.7494607704583227e-08,1.9900345506346242e-07,0.08791107520723285
321100,25787405114.0,3.7692819254322745e-08,8.665075294516837e-09,4.349970193354735,0.0,1.2874775640971326e-05,0.0,2.9608252424959365e-05,3.5910825264070975e-05,0.8244937900266699,1.1827091506559562e-06,1.8658975657890276e-07,6.3385534787158955,2.814850880850823e-08,5.418994721340441e-08,0.5194415247842393
321200,25787405114.0,3.7692819254322745e-08,8.843052273166523e-09,4.262421852768907,0.0,1.0832700087699759e-05,0.0,2.9608252424959365e-05,2.023530643804771e-05,1.4631976301227663,1.1827091506559562e-06,1.460783009864653e-07,8.096405439200298,2.814850880850823e-08,4.2895124187102525e-08,0.6562169790144068
321910,25787405114.0,3.7692819254322745e-08,9.523117323805052e-09,3.958033695552773,0.0,7.494638215940843e-06,0.0,2.9608252424959365e-05,1.168632569871723e-05,2.533580972179251,1.1827091506559562e-06,1.2505678903176348e-07,9.457376603165118,2.814850880850823e-08,2.9984009872818925e-08,0.9387840028036206
3219A0,25787405114.0,3.7692819254322745e-08,9.453031830609551e-09,3.9873788568309765,0.0,8.789413558251124e-06,0.0,2.9608252424959365e-05,6.719343775580454e-06,4.406420241893583,1.1827091506559562e-06,1.2989834153360033e-07,9.104882608143454,2.814850880850823e-08,2.6489134779525764e-08,1.0626435722719432
337110,25787405114.0,3.7692819254322745e-08,1.271225045575458e-08,2.9650784009891784,0.0,6.346680593360813e-06,0.0,2.9608252424959365e-05,3.98899130815053e-06,7.4224910855188195,1.1827091506559562e-06,1.4072929249533342e-07,8.404143371183187,2.814850880850823e-08,2.3623436569758743e-08,1.1915501254606709
337121,25787405114.0,3.7692819254322745e-08,1.1271250808980875e-08,3.3441558433150385,0.0,7.661737445313865e-06,0.0,2.9608252424959365e-05,1.4730736225961439e-06,20.099641980404076,1.1827091506559562e-06,1.4852440720482544e-07,7.9630625896046725,2.814850880850823e-08,2.805863802998855e-08,1.0032029629671841
337122,25787405114.0,3.7692819254322745e-08,1.2498954701917794e-08,3.015677722917045,0.0,7.617532010431973e-06,0.0,2.9608252424959365e-05,4.4747384980757495e-06,6.616755914941546,1.1827091506559562e-06,1.543452431093894e-07,7.662750900704678,2.814850880850823e-08,2.6886464199684006e-08,1.046939776069144
337127,25787405114.0,3.7692819254322745e-08,9.642651523224729e-09,3.908968312661514,0.0,7.895539547579424e-06,0.0,2.9608252424959365e-05,1.8073659542021427e-06,16.381990795012985,1.1827091506559562e-06,3.8685486006241373e-07,3.057242580499421,2.814850880850823e-08,2.0079347861294172e-08,1.4018636961197593
337215,25787405114.0,3.7692819254322745e-08,1.0304316204642595e-08,3.6579641487845937,0.0,1.0055468993356708e-05,0.0,2.9608252424959365e-05,1.5297230524456506e-06,19.355302502386337,1.1827091506559562e-06,1.4930509792721248e-07,7.921425102527557,2.814850880850823e-08,2.180067774974918e-08,1.291175858458441
